STATE,NPI,NPPES Provider Last Name,NPPES Provider First Name,NPPES Provider ZIP Code,NPPES Provider State,Specialty Description,Total Claim Count,Opioid Claim Count,Opioid Prescribing Rate,Long-Acting Opioid Claim Count,Long-Acting Opioid Prescribing Rate,,
AZ,1972912574,COON,TESS,85206,AZ,Physician Assistant,229,11,4.80349345,0,0,,
AZ,1912983883,TSAI,LEON,85741,AZ,Gastroenterology,1107,0,0,0,,,
AZ,1700085222,BAKALL,BENJAMIN,85020,AZ,Ophthalmology,287,0,0,0,,,
AZ,1841433950,THORSTENSON,CODY,85006,AZ,Emergency Medicine,209,29,13.87559809,0,0,,
AZ,1548241656,BROWN,DEREK,85338,AZ,Physician Assistant,357,68,19.04761905,0,0,,
AZ,1578636080,DYKE,BRETT,85027,AZ,Dentist,47,19,40.42553192,0,0,,
AZ,1114073657,PALEJWALA,SMITA,85251,AZ,Dentist,40,0,0,0,,,
AZ,1669422119,RAZA,MUHAMMAD,85020,AZ,Critical Care (Intensivists),1434,0,0,0,,,
AZ,1124082201,SMITH,STEVEN,86301,AZ,Physician Assistant,52,0,0,0,,,
AZ,1114023595,DAVISON,TROY,86409,AZ,Physician Assistant,8105,877,10.82048118,106,12.08665907,,
AZ,1033504360,JAHNNY,BRIAN,86409,AZ,Student in an Organized Health Care Education/Training Program,127,17,13.38582677,0,0,,
AZ,1184034134,AGASTHI,PRADYUMNA,85259,AZ,Cardiology,55,0,0,0,,,
AZ,1588644355,LUJAN,WILLIAM,85710,AZ,Neurology,3814,399,10.46145779,147,36.84210526,,
AZ,1447385802,MONTIERTH,TRACY,85546,AZ,Optometry,52,0,0,0,,,
AZ,1053725366,PARSA,NOUR,85724,AZ,Internal Medicine,34,0,0,0,,,
AZ,1831563832,WEBER,JEFFREY,85204,AZ,Dentist,22,0,0,0,,,
AZ,1265618136,GUSTIN,STACY,85018,AZ,Family Practice,2695,51,1.892393321,,,,
AZ,1306915533,ATKINSON,ROWDY,85941,AZ,Pharmacist,237,0,0,0,,,
AZ,1922396076,WOO,STEPHANIE,86403,AZ,Optometry,340,0,0,0,,,
AZ,1114230125,WINKELMAN,MICHAEL,85120,AZ,Dentist,58,20,34.48275862,0,0,,
AZ,1063695831,LU,LUIS,85224,AZ,Ophthalmology,414,0,0,0,,,
AZ,1548537608,LI,HONG,85015,AZ,Nurse Practitioner,842,56,6.650831354,,,,
AZ,1841338118,ELLIOTT,ANITA,85224,AZ,Dentist,16,0,0,0,,,
AZ,1851321509,GRISCHO,DEBORAH,85210,AZ,Nurse Practitioner,137,0,0,0,,,
AZ,1679726103,ANDRY,JAMES,85013,AZ,Orthopedic Surgery,32,18,56.25,0,0,,
AZ,1871545905,TURNEY-SHAW,JEAN,85501,AZ,Nurse Practitioner,3715,247,6.6487214,23,9.311740891,,
AZ,1801116066,ZUBER,KONSTANTINA,85006,AZ,Family Practice,510,53,10.39215686,,,,
AZ,1023209228,HOGAN,PATRICK,85308,AZ,Interventional Pain Management,84,54,64.28571429,,,,
AZ,1952486466,HAMILTON,JANICE,85303,AZ,Physician Assistant,140,22,15.71428571,0,0,,
AZ,1831129113,EASLEY,BRIAN,85308,AZ,Optometry,22,0,0,0,,,
AZ,1669652699,GARRETT,MARK,85224,AZ,Neurosurgery,55,15,27.27272727,0,0,,
AZ,1912208430,DERUBEIS,SARAH,85206,AZ,Nurse Practitioner,1072,14,1.305970149,,,,
AZ,1639561145,PANDYA,ADITYA,85308,AZ,Dentist,174,0,0,0,,,
AZ,1053482554,NIRENBERG,NEAL,85206,AZ,Ophthalmology,754,0,0,0,,,
AZ,1982675104,TEFF,RICHARD,85338,AZ,Neurosurgery,110,48,43.63636364,,,,
AZ,1669921524,DEBERRY-SEGUINE,COREY,85206,AZ,Physician Assistant,461,53,11.4967462,,,,
AZ,1710299276,RICE,JEFFREY,85724,AZ,Neurological Surgery,24,14,58.33333333,0,0,,
AZ,1104813237,NELSON,GLENN,85712,AZ,Podiatry,191,22,11.51832461,0,0,,
AZ,1669834958,WHITE,HAMILTON,85013,AZ,Student in an Organized Health Care Education/Training Program,278,17,6.115107914,0,0,,
AZ,1841523545,KAMARINOS,SPYROS,85020,AZ,Pulmonary Disease,310,0,0,0,,,
AZ,1336658731,HUTTON,WALT,86004,AZ,Nurse Practitioner,40,0,0,0,,,
AZ,1093876682,HOLDCRAFT,JEFFREY,85705,AZ,Dentist,23,0,0,0,,,
AZ,1801126917,KUNA,CYNTHIA,85711,AZ,Pharmacist,15,0,0,0,,,
AZ,1629073374,HILCOVE,PHILIP,85208,AZ,Internal Medicine,1913,88,4.600104548,,,,
AZ,1801824586,CORNELL,DEBORAH,86434,AZ,Family Practice,1269,0,0,0,,,
AZ,1598034910,BOHANICK,JOSEPH,85719,AZ,Pharmacist,11,0,0,0,,,
AZ,1023480688,BEAL,AMANDA,85234,AZ,Physician Assistant,48,15,31.25,0,0,,
AZ,1598826588,ENCINAS,LENORE,85225,AZ,Family Practice,2455,29,1.181262729,,,,
AZ,1063437499,WANG,CHING,85364,AZ,Internal Medicine,2887,55,1.905091791,,,,
AZ,1922016682,HIRASA,THOMAS,86301,AZ,General Surgery,171,101,59.06432749,,,,
AZ,1811384936,ELANGO,VISHALAKCHI,85206,AZ,Internal Medicine,284,12,4.225352113,,,,
AZ,1861757288,MONTES,MARY,85260,AZ,Nurse Practitioner,879,14,1.592718999,0,0,,
AZ,1508271750,NGO,LYNN,85016,AZ,Family Practice,463,21,4.535637149,,,,
AZ,1093758765,ZIEBARTH,JOHN,86045,AZ,Physician Assistant,126,35,27.77777778,0,0,,
AZ,1659366342,JENSEN,TRAVIS,85378,AZ,Podiatry,653,142,21.74578867,0,0,,
AZ,1548218555,MCKENZIE,DEAN,85713,AZ,Psychiatry,1259,0,0,,,,
AZ,1891226825,VELIZ,PABLO,85015,AZ,Student in an Organized Health Care Education/Training Program,57,0,0,0,,,
AZ,1669576948,TRAIKOVICH,STEVEN,85027,AZ,Otolaryngology,263,33,12.54752852,,,,
AZ,1700852928,PACKER,KATHRYN,85233,AZ,Nurse Practitioner,580,0,0,0,,,
AZ,1518960632,JAVID,CAMERON,85710,AZ,Ophthalmology,353,14,3.966005666,0,0,,
AZ,1497744577,COOLE,SCOTT,85202,AZ,Pulmonary Disease,338,0,0,0,,,
AZ,1932632296,PENNING,RACHEL,85014,AZ,Nurse Practitioner,1884,139,7.377919321,27,19.42446043,,
AZ,1457385502,CASEY,KATHLEEN,85120,AZ,Nurse Practitioner,47,0,0,0,,,
AZ,1962473041,BOREN,MICHAEL,85704,AZ,Internal Medicine,269,32,11.89591078,,,,
AZ,1851369441,SOLYN,RICHARD,85711,AZ,Gynecological Oncology,258,0,0,0,,,
AZ,1851731046,SHAMOS,ILAN,85344,AZ,Dentist,190,70,36.84210526,0,0,,
AZ,1174919013,NANDI,INDRAJIT,85006,AZ,Internal Medicine,131,0,0,,,,
AZ,1407878622,MOAK,LEON,85224,AZ,Physician Assistant,182,49,26.92307692,0,0,,
AZ,1023383254,VAUGHN,SHELLEY,85546,AZ,Nurse Practitioner,896,14,1.5625,0,0,,
AZ,1831130350,KELLER,DWIGHT,85234,AZ,Orthopedic Surgery,271,163,60.14760148,,,,
AZ,1285853143,CHRISTY,HAN,85031,AZ,Dentist,38,0,0,0,,,
AZ,1811279557,BRELSFORD,BROOKE,85128,AZ,Pharmacist,15,0,0,0,,,
AZ,1679716591,GAY,DANIEL,86442,AZ,General Surgery,424,106,25,0,0,,
AZ,1639537020,WEST,BRITTANY,85210,AZ,Physician Assistant,727,15,2.063273728,0,0,,
AZ,1891787693,ROY,KELLY,85006,AZ,Obstetrics & Gynecology,60,0,0,0,,,
AZ,1457748147,FISCHER,SYLVIA,85641,AZ,Nurse Practitioner,103,0,0,0,,,
AZ,1851791347,GIFFORD,MICHAEL,85204,AZ,Podiatry,110,0,0,,,,
AZ,1942681143,CLARK,ALESSANDRA,85711,AZ,Family Practice,633,11,1.737756714,,,,
AZ,1326271735,DESHLER,ADAM,85234,AZ,Nurse Practitioner,169,13,7.692307692,0,0,,
AZ,1295705788,RAY,DOUGLAS,85042,AZ,Family Practice,9806,180,1.835610851,,,,
AZ,1760861082,WAITE,MATTHEW,85929,AZ,Family Practice,405,0,0,0,,,
AZ,1497743058,SHEHATA,HAZEM,85364,AZ,Family Practice,9610,576,5.993756504,,,,
AZ,1366593147,CHANIN,ELAINE,85012,AZ,Nurse Practitioner,3918,81,2.067381317,0,0,,
AZ,1003986183,RAGO,JILL,85255,AZ,Optometry,43,0,0,0,,,
AZ,1659378479,FAABORG,LOREN,85340,AZ,Obstetrics & Gynecology,908,0,0,0,,,
AZ,1073066569,CAMMENGA,JOANNA,85712,AZ,Optometry,41,0,0,0,,,
AZ,1235211962,THURSTON,JANET,85260,AZ,Nurse Practitioner,1919,59,3.074517978,0,0,,
AZ,1245670348,CLICK,BRITTANY,86503,AZ,Nurse Practitioner,898,54,6.013363029,,,,
AZ,1689842973,HEAP,ERIC,85284,AZ,Dentist,40,0,0,0,,,
AZ,1811065162,GROUT,MARTHA,85258,AZ,Family Practice,258,0,0,0,,,
AZ,1609971076,ST. RAYMOND,PHILIP,86403,AZ,Urology,1863,0,0,0,,,
AZ,1760532477,OPARNICA,DANICA,85014,AZ,Nurse Practitioner,3934,0,0,0,,,
AZ,1558322081,BARLINGAY,BHAGYASHREE,85213,AZ,Internal Medicine,496,30,6.048387097,,,,
AZ,1053399881,BOULET,JOHN,85745,AZ,Interventional Cardiology,7802,16,0.205075622,0,0,,
AZ,1184633851,KOSS-LELAND,ANNE,85016,AZ,Internal Medicine,63,0,0,0,,,
AZ,1215291679,CLARK,CIERRA,85013,AZ,Physician Assistant,773,158,20.43984476,25,15.82278481,,
AZ,1326007014,CREECH,DAVID,85044,AZ,Plastic and Reconstructive Surgery,55,15,27.27272727,0,0,,
AZ,1841551983,FARLEY,CAROLANN,85374,AZ,Nurse Practitioner,114,52,45.61403509,0,0,,
AZ,1770576597,WEYER,JANELLE,85248,AZ,Internal Medicine,2123,41,1.931229392,,,,
AZ,1609868611,NELLAS,RODOLFO,85308,AZ,Psychiatry,1137,0,0,0,,,
AZ,1053346650,DORY,SYLVIA,85224,AZ,Physician Assistant,313,92,29.39297125,0,0,,
AZ,1316985823,DEPHILLIPS,JENNIFER,86001,AZ,Physician Assistant,106,56,52.83018868,,,,
AZ,1376665323,ALLEN,BRADFORD,85381,AZ,Dentist,94,0,0,0,,,
AZ,1043491988,TOM,DAVID,85297,AZ,Interventional Pain Management,260,139,53.46153846,14,10.07194245,,
AZ,1659593895,PRICE,HARPER,85016,AZ,Dermatology,15,0,0,0,,,
AZ,1598020463,EVANS,JOANNA,85741,AZ,Family Practice,4024,69,1.71471173,,,,
AZ,1700170867,MATHEW,BIJU,85020,AZ,Internal Medicine,1037,73,7.039537126,,,,
AZ,1730371998,PAVLUE,BRIAN,85234,AZ,Physician Assistant,241,64,26.5560166,0,0,,
AZ,1609130046,VEMPATI,AMRITA,85008,AZ,Emergency Medicine,163,24,14.72392638,0,0,,
AZ,1144213596,JOHANSEN,RICHARD,86001,AZ,Obstetrics & Gynecology,19,0,0,0,,,
AZ,1043237753,KOPPIKAR,SAMEET,85018,AZ,Dentist,45,0,0,0,,,
AZ,1740441435,LUNDELL,ROBERT,85122,AZ,Family Practice,19380,772,3.983488132,73,9.455958549,,
AZ,1609085422,PATEL,PARAG,85040,AZ,Pathology,25,0,0,0,,,
AZ,1679596720,VELLA,JOSH,85018,AZ,Hand Surgery,328,98,29.87804878,0,0,,
AZ,1831500172,SINGH,PARAMJIT,85037,AZ,Orthopedic Surgery,37,0,0,0,,,
AZ,1073947818,NAGALLI,SHIVARAJ,85364,AZ,Internal Medicine,479,31,6.471816284,,,,
AZ,1760664437,RAINER,CHRISTIAN,85028,AZ,Internal Medicine,1392,14,1.005747126,0,0,,
AZ,1427507680,KIM,NICHOLAS,85345,AZ,Nurse Practitioner,113,0,0,0,,,
AZ,1124057070,ANDALKAR,NITEEN,85210,AZ,Neurosurgery,124,92,74.19354839,,,,
AZ,1013458629,GREEN,JENNIFER,85281,AZ,Nurse Practitioner,59,0,0,0,,,
AZ,1700874153,DWIVEDI,GARGI,85032,AZ,Family Practice,1935,39,2.015503876,0,0,,
AZ,1437300597,TAN,BENNY,85234,AZ,Plastic and Reconstructive Surgery,42,0,0,0,,,
AZ,1609800135,DOERING,TAMMY,86001,AZ,Physician Assistant,17,14,82.35294118,0,0,,
AZ,1972951119,CELANI,LACEY,86432,AZ,Nurse Practitioner,1523,68,4.464871963,,,,
AZ,1417148008,CASKEY,TRAVIS,85937,AZ,Dentist,84,31,36.90476191,0,0,,
AZ,1205924214,REISER,NEIL,85210,AZ,Dentist,22,0,0,0,,,
AZ,1174598916,KOGAN,PAUL,85022,AZ,Dentist,63,0,0,0,,,
AZ,1265667505,SHAH,GALAXY,85008,AZ,General Surgery,113,0,0,0,,,
AZ,1679091920,EWALT,SHANE,85016,AZ,Physician Assistant,67,23,34.32835821,0,0,,
AZ,1972629269,CRAVENS,KARRIE,85705,AZ,Nurse Practitioner,47,0,0,0,,,
AZ,1598726192,BUTLER,LUCIUS,85301,AZ,Dentist,66,11,16.66666667,0,0,,
AZ,1164509352,WHITING,DAVID,85206,AZ,Dentist,17,0,0,0,,,
AZ,1447329396,MULMED,KEVIN,85251,AZ,Dentist,47,0,0,0,,,
AZ,1568462893,DRURY,MICHAEL,85032,AZ,Internal Medicine,9873,275,2.785374253,20,7.272727273,,
AZ,1376533943,PARK,MICHELLE,85013,AZ,Internal Medicine,31,0,0,0,,,
AZ,1124091368,DOUGHERTY,SHONA,85724,AZ,Radiation Oncology,180,0,0,0,,,
AZ,1235684507,NGUYEN,TRINH,85034,AZ,Pharmacist,17,0,0,0,,,
AZ,1467725945,TRIVEDI,HETAL,85306,AZ,Nurse Practitioner,228,32,14.03508772,,,,
AZ,1649400581,GHOSE,ABHIMANYU,85224,AZ,Hematology-Oncology,362,42,11.60220995,,,,
AZ,1396897872,ROWLEY,LYNN,85202,AZ,Nurse Practitioner,4313,173,4.011129144,13,7.514450867,,
AZ,1528367257,DIPIERDOMENICO,JULIA,85718,AZ,Psychiatry & Neurology,18,0,0,0,,,
AZ,1568919314,HUYNH,NGUYEN,85308,AZ,Pharmacist,19,0,0,0,,,
AZ,1528369790,CHERNOV,YULIYA,85730,AZ,Pharmacist,13,0,0,0,,,
AZ,1336105311,KNEPLER,JAMES,85724,AZ,Pulmonary Disease,144,0,0,0,,,
AZ,1780091066,SAVLA,JINESH,85253,AZ,Dentist,13,0,0,0,,,
AZ,1952788143,MEHTA,MEERA,85201,AZ,Psychiatry & Neurology,408,0,0,0,,,
AZ,1518188812,SAUNDERS,PATRICIA,85048,AZ,Physician Assistant,233,48,20.60085837,0,0,,
AZ,1790106292,WALKER,SAMUEL,85015,AZ,Naturopath,133,0,0,0,,,
AZ,1275549156,AGRAWAL,VIVEK,85004,AZ,Orthopedic Surgery,95,0,0,0,,,
AZ,1790712792,WALL,BRYAN,85023,AZ,Orthopedic Surgery,37,27,72.97297297,0,0,,
AZ,1730176389,PORTER,RANDALL,85013,AZ,Neurosurgery,45,13,28.88888889,,,,
AZ,1033355383,WILK,ZOFIA,85374,AZ,Nurse Practitioner,1233,81,6.569343066,18,22.22222222,,
AZ,1114110533,LIMBERG,MANDY,85006,AZ,Emergency Medicine,247,36,14.57489879,0,0,,
AZ,1649484031,SALEM,DANNY,85225,AZ,Dentist,53,0,0,0,,,
AZ,1487643920,RAVI,KUMAR,85351,AZ,Cardiology,3400,0,0,0,,,
AZ,1275521346,MACKEY,CHRISTOPHER,85381,AZ,Cardiology,5810,0,0,0,,,
AZ,1063586246,ZOJAJI,ROYA,85260,AZ,Dentist,314,74,23.56687898,0,0,,
AZ,1942293527,ABRANTE,MANUEL,85206,AZ,Internal Medicine,17,0,0,0,,,
AZ,1174705164,PATEL,MANISH,85027,AZ,Internal Medicine,1019,96,9.421000981,12,12.5,,
AZ,1518239755,NOEL,JUDITH,85203,AZ,Nurse Practitioner,205,0,0,0,,,
AZ,1457650426,HAYMAN,JESSICA,86336,AZ,Naturopath,14,0,0,0,,,
AZ,1700299757,KIM,SUNCHIN,85724,AZ,General Surgery,201,54,26.86567164,0,0,,
AZ,1255592994,BOWDEN,KIRK,85004,AZ,Interventional Pain Management,1997,1323,66.24937406,305,23.05366591,,
AZ,1285071381,REESER,BENJAMIN,85015,AZ,Family Practice,411,20,4.866180049,0,0,,
AZ,1144206277,NEAVE KHOURY,MARTI,85210,AZ,Physician Assistant,2603,0,0,0,,,
AZ,1023063450,STIMSONRIAHI,SARA,85006,AZ,Internal Medicine,1206,62,5.140961857,26,41.93548387,,
AZ,1396793295,MARTINEZ,JIM,85712,AZ,Family Practice,9600,1202,12.52083333,264,21.96339434,,
AZ,1053757195,TANG,VANESSA,85259,AZ,Internal Medicine,2530,63,2.490118577,0,0,,
AZ,1174973119,DO,LIEN,85716,AZ,Pharmacist,18,0,0,0,,,
AZ,1669518361,UMAR,ALP,85020,AZ,Pulmonary Disease,20,0,0,0,,,
AZ,1770969313,SWEZEY,BRANDON,85234,AZ,Physician Assistant,91,28,30.76923077,0,0,,
AZ,1376947283,MURPHY,SAMANTHA,85027,AZ,Physician Assistant,538,14,2.602230483,0,0,,
AZ,1912160482,NUARA,ANTHONY,85260,AZ,Dermatology,1134,0,0,0,,,
AZ,1255373379,GULKA,OREST,85260,AZ,Family Practice,224,20,8.928571429,0,0,,
AZ,1376823955,WOLFSON,ALAN,85721,AZ,Psychiatry,2885,0,0,0,,,
AZ,1255467627,BLOCHER,WILLIAM,85283,AZ,Dentist,118,11,9.322033898,0,0,,
AZ,1669925798,HERRELL,JANI,85344,AZ,Nurse Practitioner,839,25,2.979737783,0,0,,
AZ,1235104431,JABATI,SALLU,85225,AZ,Internal Medicine,1442,979,67.89181692,214,21.85903984,,
AZ,1528173267,GREGOIRE,SHARON,85724,AZ,Nurse Practitioner,1847,0,0,0,,,
AZ,1821074048,GORDON,BARRY,85234,AZ,Urology,975,27,2.769230769,0,0,,
AZ,1023178449,LIJOI,KATHERINE,85306,AZ,Physician Assistant,2241,25,1.115573405,0,0,,
AZ,1952333247,BRADLEY,GAIL,85306,AZ,Emergency Medicine,49,0,0,0,,,
AZ,1881980746,SHERMAN,DORA,86305,AZ,Family Practice,5903,229,3.879383364,,,,
AZ,1609038652,CHHABRA,RUCHI,85306,AZ,Family Practice,120,0,0,0,,,
AZ,1184910440,PRATT,MURRAY,85048,AZ,Optometry,211,0,0,0,,,
AZ,1699040824,HISSETT,JENNIFER,86504,AZ,Emergency Medicine,133,18,13.53383459,0,0,,
AZ,1780656975,MCGEHEE,DANIEL,85206,AZ,Optometry,768,0,0,0,,,
AZ,1316163678,LUNDIN,LARRY,86403,AZ,Dentist,60,0,0,0,,,
AZ,1790911246,DEKKER,MICHAEL,85032,AZ,Addiction Medicine,1891,0,0,0,,,
AZ,1538389051,KLEBANOFF,DAVID,85244,AZ,Psychiatry,12,0,0,0,,,
AZ,1144607722,WATANABE,KYLE,85008,AZ,Student in an Organized Health Care Education/Training Program,45,0,0,0,,,
AZ,1821544503,DERICKSON,JEREMY,85206,AZ,Physician Assistant,2366,62,2.620456467,,,,
AZ,1497758007,GUERRA,ISABEL,85012,AZ,Internal Medicine,25,0,0,0,,,
AZ,1639183288,HERRO,ANTHONY,85051,AZ,Dentist,223,54,24.21524664,0,0,,
AZ,1942261789,LEWIS,JEFFREY,85711,AZ,Optometry,17,0,0,0,,,
AZ,1972039782,THORPE,CAMERON,85259,AZ,Radiation Oncology,15,0,0,0,,,
AZ,1598758336,HAERTER,CHARLTON,85020,AZ,Internal Medicine,1234,108,8.752025932,,,,
AZ,1356675912,WILLARDSON,CRISSI,85395,AZ,Physician Assistant,99,0,0,0,,,
AZ,1013197375,SEETHARAM,SHABARI,85021,AZ,Ophthalmology,86,0,0,0,,,
AZ,1891005633,BUCHANAN,KATHLEEN,86336,AZ,Nurse Practitioner,2165,115,5.311778291,,,,
AZ,1578506465,PATEL,PRADIPKUMAR,85308,AZ,Internal Medicine,3150,123,3.904761905,24,19.51219512,,
AZ,1407067010,CHALASANI,SWAPNA,85281,AZ,Internal Medicine,9490,527,5.553213909,37,7.020872865,,
AZ,1316114895,PAGNON,VALERIA,85008,AZ,Emergency Medicine,46,0,0,0,,,
AZ,1124017009,OSTROM,TARA,85027,AZ,Internal Medicine,5134,142,2.765874562,38,26.76056338,,
AZ,1073592721,KELLER,PAUL,85147,AZ,Podiatry,29,0,0,0,,,
AZ,1790092476,MORTENSON,KEVIN,85743,AZ,Dentist,44,0,0,0,,,
AZ,1205117066,CUFF,ANDREA,86503,AZ,Nurse Practitioner,787,27,3.430749682,,,,
AZ,1437458239,HOANG,BRIAN,85724,AZ,Surgery,37,18,48.64864865,0,0,,
AZ,1114997376,CUNNINGHAM,JOHN,85724,AZ,Gastroenterology,139,0,0,0,,,
AZ,1154533016,COTTLE,BRAD,85213,AZ,Dentist,81,0,0,0,,,
AZ,1720334592,YELLE,LEANNE,85224,AZ,Nurse Practitioner,256,60,23.4375,0,0,,
AZ,1497002075,LAZORE,DARIENE,85260,AZ,Dentist,16,0,0,0,,,
AZ,1437433950,MCKELVY,ANDREA,85295,AZ,Physician Assistant,366,83,22.67759563,0,0,,
AZ,1447235841,GRANATH,LINDA,85711,AZ,Family Practice,11,0,0,0,,,
AZ,1619925849,BARNETT,BRADLEY,85741,AZ,Family Practice,11512,364,3.161917999,,,,
AZ,1902942980,BIZON,NORMAN,85260,AZ,Physician Assistant,718,23,3.203342618,,,,
AZ,1972793933,AUSTIN,MELISSA,85308,AZ,Obstetrics & Gynecology,35,0,0,0,,,
AZ,1396127742,VENTURA-MORANO,KATRINA,85635,AZ,Internal Medicine,44,0,0,0,,,
AZ,1194161588,HENRY,KYLE,85006,AZ,Internal Medicine,90,0,0,0,,,
AZ,1245526623,DELEON,THOMAS,85259,AZ,Hematology-Oncology,84,0,0,0,,,
AZ,1912012675,MOUER,JAMES,85013,AZ,Obstetrics & Gynecology,175,0,0,0,,,
AZ,1508186537,SCHLOSSER COVELL,GRETCHEN,85259,AZ,Neurology,2253,0,0,0,,,
AZ,1386618650,ANAEME,KENNETH,85381,AZ,Internal Medicine,644,0,0,,,,
AZ,1336498609,MUTHART,THOMAS,85128,AZ,Pharmacist,11,0,0,0,,,
AZ,1861486607,SINGH,GURDEV,85381,AZ,Nephrology,597,0,0,0,,,
AZ,1558442319,PICKRELL,TYLER,85746,AZ,Family Practice,1756,105,5.979498861,18,17.14285714,,
AZ,1881848521,RUBEN,RICHARD,85704,AZ,Family Practice,11830,879,7.430262046,186,21.16040956,,
AZ,1861417271,BARTZ,HEATHER,85006,AZ,Internal Medicine,646,13,2.012383901,,,,
AZ,1114075355,NEVELS,JENNIFER,85206,AZ,Naturopath,100,0,0,0,,,
AZ,1841291929,WONG,BRYAN,85234,AZ,Hematology-Oncology,1119,64,5.719392315,14,21.875,,
AZ,1932310307,STEIN,LEA,85226,AZ,Nurse Practitioner,266,13,4.887218045,,,,
AZ,1740607977,TROUPE,MERRY,85614,AZ,Nurse Practitioner,2412,89,3.689883914,18,20.2247191,,
AZ,1588623227,MCVEY,JAN,85306,AZ,Optometry,26,0,0,0,,,
AZ,1326266446,MERRIMAN,SUSAN,85258,AZ,Physical Therapist in Private Practice,13,0,0,0,,,
AZ,1215314760,VALENCIA SANCHEZ,CRISTINA,85259,AZ,Psychiatry & Neurology,58,0,0,0,,,
AZ,1558580134,EZRRE,BARBARA,85257,AZ,Naturopath,33,0,0,0,,,
AZ,1326371733,RASHID,HUMA,85248,AZ,Internal Medicine,310,32,10.32258065,,,,
AZ,1447691464,BENYO,ELIZABETH,85718,AZ,Nurse Practitioner,1020,102,10,26,25.49019608,,
AZ,1912423302,SPEAR,RACHELLE,86033,AZ,Nurse Practitioner,27,0,0,0,,,
AZ,1548443823,FABREGA,ALFREDO,85006,AZ,General Surgery,1940,18,0.927835052,0,0,,
AZ,1972834976,PATEL,DAKSHA,85207,AZ,Internal Medicine,1403,23,1.639344262,,,,
AZ,1093955817,NUNEZ,DIANE,85012,AZ,Nurse Practitioner,45,14,31.11111111,,,,
AZ,1972546331,WISINGER,DAVID,85008,AZ,Internal Medicine,563,0,0,,,,
AZ,1104200690,SINAEI,BARDIA,86301,AZ,Dentist,43,15,34.88372093,0,0,,
AZ,1306961586,PERNO,DANA,85051,AZ,Dentist,73,11,15.06849315,0,0,,
AZ,1801143748,PAGER,JAMES,85711,AZ,Dentist,19,0,0,0,,,
AZ,1598780843,TIMLICK,PATRICIA,85031,AZ,Nurse Practitioner,378,19,5.026455027,0,0,,
AZ,1679012348,THOMAS,BINU,85255,AZ,Nurse Practitioner,282,0,0,0,,,
AZ,1134274442,DAVIS,PATTI-JO,85282,AZ,Nurse Practitioner,1244,0,0,0,,,
AZ,1568780641,GABRELLAS,ALITHEA,86504,AZ,Internal Medicine,4617,136,2.945635694,0,0,,
AZ,1023001682,SAKS,SHANI,85006,AZ,Cardiology,2248,0,0,0,,,
AZ,1144754979,TANDYASRAYA,PRITA,85724,AZ,Psychiatry & Neurology,56,0,0,,,,
AZ,1750720868,DWYER,ELIZABETH,86301,AZ,Nurse Practitioner,138,26,18.84057971,0,0,,
AZ,1497941009,THOMAS,CAROL,85249,AZ,Nurse Practitioner,224,0,0,0,,,
AZ,1639623952,PHAM,KIMBERLY,85282,AZ,Pharmacist,15,0,0,0,,,
AZ,1205275245,HUCK,GARRETT,85614,AZ,Dentist,54,0,0,0,,,
AZ,1831554799,SYKORA,LEANNA,85635,AZ,Nurse Practitioner,100,0,0,0,,,
AZ,1811346968,CANESTRARO,ANTHONY,85006,AZ,Student in an Organized Health Care Education/Training Program,23,13,56.52173913,0,0,,
AZ,1003827015,DAYNES,LINCOLN,85635,AZ,Optometry,204,0,0,0,,,
AZ,1790757524,BAMFORD,COLIN,85713,AZ,Neurology,654,0,0,0,,,
AZ,1548249782,BUTLER,JOELLEN,85284,AZ,Nurse Practitioner,1491,0,0,0,,,
AZ,1831638105,HEWSON,JENNIFER,85205,AZ,Nurse Practitioner,82,0,0,0,,,
AZ,1952383143,GILLIAM,EDWIN,85718,AZ,Nurse Practitioner,578,0,0,0,,,
AZ,1730343013,DAVIS,KENNETH,85937,AZ,Dentist,52,11,21.15384615,0,0,,
AZ,1225155716,MASKIN,ERIK,85020,AZ,Internal Medicine,1531,189,12.34487263,14,7.407407407,,
AZ,1891775318,YANG,ERIC,85259,AZ,Cardiology,576,0,0,0,,,
AZ,1437263431,BROWN,ROBERT,85364,AZ,Optometry,34,0,0,0,,,
AZ,1174836670,FRANKEL,BETH,85308,AZ,Optometry,221,0,0,0,,,
AZ,1619911187,KAPADIA,GOPI,85017,AZ,Dentist,18,0,0,0,,,
AZ,1144540477,SHEIKH,MAHEEN,85037,AZ,Gastroenterology,257,0,0,0,,,
AZ,1790195014,HUANG,DIH-DIH,85013,AZ,Student in an Organized Health Care Education/Training Program,22,0,0,,,,
AZ,1386622348,DEKUTOSKI,MARK,85375,AZ,Orthopedic Surgery,283,142,50.17667845,,,,
AZ,1790155323,PONT,KYLIE,85259,AZ,Physician Assistant,117,15,12.82051282,0,0,,
AZ,1083795108,BURKHOLDER,KRISTEN,86510,AZ,Family Practice,191,25,13.08900524,12,48,,
AZ,1841555802,PIERCY,STEPHANIE,85212,AZ,Nurse Practitioner,571,17,2.977232925,0,0,,
AZ,1023009123,KELLS,DAVID,85224,AZ,Obstetrics & Gynecology,85,0,0,0,,,
AZ,1700873965,REUSS,ERIC,85251,AZ,Obstetrics & Gynecology,267,0,0,0,,,
AZ,1770972200,MORA,CARMEN,85254,AZ,Naturopath,24,0,0,0,,,
